repository_language,type,active_repos_by_url,events,year,quarter
TypeScript,PushEvent,2256,34619,2014,4
Go,IssuesEvent,2425,15079,2014,4
Scheme,WatchEvent,522,1376,2014,4
Nimrod,WatchEvent,63,384,2014,4
Mathematica,PushEvent,567,18640,2014,4
Clojure,ForkEvent,1329,3911,2014,4
CSS,PushEvent,2412,11161,2015,1
Processing,PushEvent,29,90,2015,1
C#,PushEvent,923,2028,2015,1
Lua,PushEvent,200,406,2015,1
XSLT,PushEvent,28,49,2015,1
Lua,ForkEvent,28,29,2015,1
Shell,ForkEvent,121,140,2015,1
Forth,PushEvent,2,2,2015,1
FORTRAN,PushEvent,6,15,2015,1
AGS Script,PushEvent,9,12,2015,1
ActionScript,PushEvent,17,27,2015,1
Makefile,IssuesEvent,10,15,2015,1
Haskell,ForkEvent,1352,2866,2014,3
XSLT,WatchEvent,357,1609,2014,3
BlitzBasic,PushEvent,247,4021,2014,3
SQL,ForkEvent,59,121,2014,3
OCaml,WatchEvent,671,4113,2014,3
D,WatchEvent,670,1811,2014,3
Perl6,PushEvent,82,1581,2014,3
Mercury,PushEvent,111,1310,2014,3
COBOL,PushEvent,36,236,2014,3
Crystal,WatchEvent,24,70,2014,3
Dylan,ForkEvent,5,6,2014,3
Io,PushEvent,88,345,2014,4
Glyph,PushEvent,8,61,2014,4
Objective-J,PushEvent,78,899,2014,4
VCL,PushEvent,84,485,2014,4
AutoIt,WatchEvent,35,108,2014,4
Scala,CreateEvent,9,9,2014,4
Nemerle,PushEvent,23,391,2014,4
LoomScript,PushEvent,5,93,2014,4
Delphi,ForkEvent,44,59,2014,4
Factor,IssuesEvent,1,36,2014,3
Io,ForkEvent,11,17,2014,4
Ceylon,WatchEvent,11,20,2014,3
Agda,IssuesEvent,12,23,2014,4
Self,PushEvent,4,25,2014,4
XML,WatchEvent,23,37,2014,4
GAP,ForkEvent,19,49,2014,3
Mercury,IssuesEvent,14,62,2014,4
Xtend,ForkEvent,20,30,2014,3
Bro,ForkEvent,11,14,2014,3
Haskell,IssuesEvent,930,5307,2014,2
Awk,WatchEvent,47,181,2014,2
Julia,WatchEvent,353,1530,2014,2
IDL,IssuesEvent,40,298,2014,2
Tcl,WatchEvent,165,261,2014,2
ASP,ForkEvent,154,247,2014,2
Ruby,CreateEvent,375,383,2014,2
Oxygene,WatchEvent,6,12,2014,2
Perl,CreateEvent,30,30,2014,2
Rebol,IssuesEvent,16,56,2014,2
DCPU-16 ASM,PushEvent,3,8,2014,2
Vala,ForkEvent,53,140,2014,2
Java,CreateEvent,158,159,2014,2
Visual Basic,ForkEvent,248,432,2014,2
Crystal,PushEvent,15,298,2014,2
Logos,IssuesEvent,15,42,2014,2
Common Lisp,ForkEvent,2,2,2015,1
F#,WatchEvent,6,7,2015,1
C,CreateEvent,1,1,2015,1
XProc,IssuesEvent,4,6,2014,4
COBOL,ForkEvent,5,18,2014,4
Fantom,PushEvent,2,7,2014,3
Nu,WatchEvent,3,4,2014,3
D,CreateEvent,1,1,2014,3
Squirrel,IssuesEvent,7,32,2014,3
REALbasic,IssuesEvent,3,10,2014,4
Turing,IssuesEvent,2,4,2014,4
Cirru,WatchEvent,4,10,2014,3
CLIPS,ForkEvent,23,23,2014,3
J,IssuesEvent,1,1,2014,3
Agda,IssuesEvent,5,45,2014,2
Opa,ForkEvent,2,2,2014,3
Boo,ForkEvent,6,7,2014,3
Clojure,CreateEvent,1,1,2014,4
C,IssuesEvent,4956,31027,2014,1
Io,IssuesEvent,1,63,2014,1
Arc,IssuesEvent,4,16,2014,1
TypeScript,WatchEvent,715,4847,2014,1
Logos,WatchEvent,184,478,2014,1
OCaml,IssuesEvent,203,994,2014,1
M,WatchEvent,39,193,2014,1
DM,WatchEvent,49,154,2014,1
Mirah,PushEvent,9,32,2014,1
LiveScript,IssuesEvent,54,434,2014,1
Coq,ForkEvent,37,50,2014,1
Oxygene,ForkEvent,28,57,2014,1
CLIPS,WatchEvent,25,32,2014,1
Ceylon,WatchEvent,24,36,2014,1
Eiffel,IssuesEvent,4,69,2014,1
Crystal,WatchEvent,9,60,2014,2
CoffeeScript,CreateEvent,16,18,2014,2
NetLogo,ForkEvent,6,15,2014,2
SystemVerilog,IssuesEvent,5,31,2014,2
Processing,CreateEvent,12,13,2014,2
Java,PushEvent,107859,1214746,2013,2
Go,PushEvent,8314,64871,2013,3
Perl,WatchEvent,2392,20411,2012,2
Ruby,WatchEvent,27001,177891,2013,3
D,PushEvent,1170,10523,2013,3
Ruby,ForkEvent,19873,70168,2013,1
JavaScript,WatchEvent,67868,643707,2013,4
XSLT,PushEvent,1316,10713,2013,3
Shell,WatchEvent,4078,53495,2012,2
Objective-C,PushEvent,14807,205546,2012,3
OCaml,PushEvent,1002,11565,2013,2
Scala,PushEvent,3864,107164,2012,2
Clojure,IssuesEvent,269,3499,2012,2
Scala,ForkEvent,913,6846,2012,2
Haskell,WatchEvent,1281,11634,2012,2
Visual Basic,PushEvent,1495,9166,2013,4
Assembly,PushEvent,1191,8405,2013,4
Delphi,PushEvent,677,8310,2013,2
CoffeeScript,IssuesEvent,436,6529,2012,2
Arduino,IssuesEvent,133,351,2013,4
Dart,IssuesEvent,59,567,2012,4
Dart,ForkEvent,240,514,2013,3
TypeScript,WatchEvent,37,346,2013,1
CoffeeScript,ForkEvent,183,1512,2012,1
Puppet,ForkEvent,825,2197,2013,1
Julia,PushEvent,761,7599,2013,4
Ruby,CreateEvent,152,153,2012,4
Arduino,PushEvent,2685,13105,2013,4
Common Lisp,PushEvent,1074,8053,2012,4
VHDL,PushEvent,192,2427,2013,1
ColdFusion,WatchEvent,198,1594,2012,2
Ada,PushEvent,36,565,2012,3
Pure Data,PushEvent,22,357,2012,1
Tcl,PushEvent,254,1874,2013,1
Arduino,WatchEvent,560,1214,2013,3
Nimrod,PushEvent,59,434,2013,3
Lua,IssuesEvent,313,2355,2012,4
Vala,PushEvent,118,3029,2012,2
ActionScript,ForkEvent,484,3709,2012,2
Parrot,PushEvent,11,1381,2012,2
SuperCollider,PushEvent,61,381,2013,1
Factor,WatchEvent,6,55,2012,3
Nimrod,PushEvent,19,409,2012,3
D,IssuesEvent,51,213,2012,4
Matlab,ForkEvent,165,291,2013,1
Scilab,PushEvent,72,450,2013,4
Vala,PushEvent,130,1492,2013,1
D,IssuesEvent,84,461,2013,2
VHDL,IssuesEvent,4,30,2012,3
D,WatchEvent,68,489,2012,1
Verilog,ForkEvent,81,140,2013,2
OpenEdge ABL,ForkEvent,10,13,2012,4
PowerShell,WatchEvent,124,472,2012,4
Vala,IssuesEvent,23,213,2012,3
C++,CreateEvent,49,113,2012,3
Parrot,PushEvent,9,397,2012,4
Arduino,WatchEvent,274,602,2012,4
Elixir,IssuesEvent,3,108,2012,1
Rust,WatchEvent,27,318,2012,1
PowerShell,IssuesEvent,45,180,2012,4
Common Lisp,WatchEvent,146,687,2012,1
AppleScript,WatchEvent,83,274,2013,4
Standard ML,ForkEvent,29,58,2013,3
FORTRAN,PushEvent,101,1455,2012,1
Visual Basic,ForkEvent,106,200,2013,1
OCaml,ForkEvent,136,276,2012,4
Forth,IssuesEvent,1,1,2014,2
Rust,ForkEvent,63,230,2012,4
Tcl,WatchEvent,32,158,2012,3
Scheme,IssuesEvent,35,84,2013,1
Vala,WatchEvent,63,148,2013,1
Shell,CreateEvent,45,49,2013,4
Self,PushEvent,1,84,2012,3
Eiffel,WatchEvent,20,55,2012,3
Apex,WatchEvent,64,144,2012,4
Scilab,WatchEvent,8,45,2012,2
XQuery,PushEvent,23,252,2012,1
Prolog,ForkEvent,27,85,2012,3
Assembly,ForkEvent,107,277,2012,4
Mirah,WatchEvent,3,27,2013,4
DOT,IssuesEvent,2,4,2013,1
Elixir,ForkEvent,9,82,2012,3
ASP,WatchEvent,75,120,2013,2
ooc,ForkEvent,5,6,2013,2
Bro,PushEvent,11,29,2013,2
Idris,IssuesEvent,4,5,2014,1
SuperCollider,ForkEvent,16,42,2013,4
Ada,IssuesEvent,16,91,2013,4
BlitzBasic,ForkEvent,16,33,2013,4
Factor,ForkEvent,3,9,2013,1
Ceylon,PushEvent,3,100,2012,3
Monkey,IssuesEvent,2,12,2013,2
Max/MSP,PushEvent,1,27,2012,1
ANTLR,PushEvent,12,28,2013,4
Opa,ForkEvent,1,6,2012,1
Squirrel,IssuesEvent,10,25,2013,4
Modelica,IssuesEvent,3,12,2012,1
Logos,WatchEvent,17,31,2013,1
Verilog,ForkEvent,34,48,2012,4
Scala,CreateEvent,13,13,2013,3
Groovy,CreateEvent,7,8,2013,4
Kotlin,IssuesEvent,9,25,2013,4
R,CreateEvent,7,7,2012,4
Turing,ForkEvent,5,7,2012,4
Factor,ForkEvent,1,1,2014,2
eC,PushEvent,2,2,2013,4
Arc,IssuesEvent,1,2,2013,1
Opa,ForkEvent,5,6,2013,1
Clean,IssuesEvent,1,1,2013,4
Ragel in Ruby Host,IssuesEvent,1,1,2013,3
Nu,PushEvent,3,13,2013,1
Awk,IssuesEvent,1,1,2013,1
ooc,ForkEvent,8,8,2012,4
Agda,ForkEvent,2,3,2013,4
Ceylon,WatchEvent,1,6,2012,3
Emacs Lisp,CreateEvent,1,1,2012,4
Ecl,IssuesEvent,1,1,2012,4
PHP,PushEvent,131741,1206753,2014,3
JavaScript,PushEvent,263214,2756634,2014,2
PHP,PushEvent,118272,1162924,2014,2
Lua,PushEvent,6680,68928,2014,2
Haxe,WatchEvent,492,2200,2014,2
JavaScript,PushEvent,323938,3461415,2014,4
DM,PushEvent,394,10534,2014,4
Haskell,IssuesEvent,1083,4684,2014,4
Perl6,PushEvent,275,2192,2014,4
Groovy,PushEvent,5041,37849,2014,4
Logos,WatchEvent,189,463,2014,4
VimL,ForkEvent,2015,6699,2014,4
Xojo,PushEvent,22,246,2014,4
Groovy,IssuesEvent,618,3188,2014,4
Standard ML,PushEvent,327,3370,2014,4
ActionScript,IssuesEvent,177,1455,2014,4
JavaScript,PushEvent,5096,12537,2015,1
JavaScript,ForkEvent,813,967,2015,1
Swift,WatchEvent,89,206,2015,1
Makefile,PushEvent,203,399,2015,1
C++,ForkEvent,249,308,2015,1
Haxe,PushEvent,32,76,2015,1
Emacs Lisp,PushEvent,237,410,2015,1
Objective-C++,ForkEvent,3,3,2015,1
Swift,CreateEvent,3,3,2015,1
D,WatchEvent,8,8,2015,1
Clojure,IssuesEvent,7,8,2015,1
Assembly,WatchEvent,11,17,2015,1
Pascal,PushEvent,24,38,2015,1
Pure Data,WatchEvent,1,1,2015,1
Processing,PushEvent,1502,9797,2014,3
ColdFusion,PushEvent,427,5178,2014,3
Vala,PushEvent,305,4795,2014,3
Groovy,ForkEvent,1068,2606,2014,3
Swift,IssuesEvent,801,2085,2014,3
XSLT,ForkEvent,331,1401,2014,3
DM,ForkEvent,63,657,2014,3
Visual Basic,ForkEvent,265,738,2014,3
Racket,ForkEvent,95,204,2014,3
Racket,WatchEvent,217,837,2014,3
Gosu,PushEvent,136,1116,2014,4
LabVIEW,PushEvent,214,1406,2014,4
OCaml,ForkEvent,342,854,2014,4
BlitzMax,PushEvent,28,245,2014,3
Shell,CreateEvent,70,70,2014,3
Nimrod,IssuesEvent,29,292,2014,4
Nix,IssuesEvent,14,361,2014,4
IGOR Pro,PushEvent,13,105,2014,4
FLUX,IssuesEvent,1,1,2014,4
Racket,WatchEvent,256,809,2014,4
MoonScript,ForkEvent,12,30,2014,4
Cuda,WatchEvent,74,378,2014,4
AutoHotkey,IssuesEvent,44,193,2014,4
Prolog,WatchEvent,120,310,2014,3
C++,CreateEvent,126,126,2014,3
SourcePawn,IssuesEvent,26,239,2014,3
GAP,IssuesEvent,16,43,2014,4
REALbasic,PushEvent,23,131,2014,4
Xtend,IssuesEvent,15,66,2014,4
OpenEdge ABL,IssuesEvent,16,96,2014,4
Bro,PushEvent,33,182,2014,4
LabVIEW,WatchEvent,27,30,2014,4
Inform 7,IssuesEvent,3,22,2014,4
Objective-J,WatchEvent,34,114,2014,3
Dylan,WatchEvent,10,22,2014,3
UnrealScript,IssuesEvent,1,9,2014,4
Nemerle,ForkEvent,7,18,2014,4
Nu,ForkEvent,3,6,2014,3
SystemVerilog,WatchEvent,17,40,2014,3
Frege,IssuesEvent,3,17,2014,4
GAP,IssuesEvent,10,77,2014,3
Arduino,CreateEvent,29,29,2014,4
Awk,IssuesEvent,8,21,2014,3
EmberScript,ForkEvent,5,6,2014,4
Agda,ForkEvent,16,23,2014,3
Self,WatchEvent,4,14,2014,3
NetLogo,WatchEvent,6,7,2014,4
LookML,PushEvent,3,40,2014,3
Fantom,ForkEvent,2,3,2014,3
Bro,PushEvent,25,126,2014,3
Emacs Lisp,WatchEvent,2122,9476,2014,2
Lua,ForkEvent,1652,4699,2014,2
Logos,PushEvent,257,2695,2014,2
R,WatchEvent,1694,6059,2014,2
Forth,PushEvent,11,98,2014,2
DM,IssuesEvent,20,751,2014,2
Smalltalk,WatchEvent,45,116,2014,2
Agda,WatchEvent,32,105,2014,2
Dogescript,PushEvent,8,29,2014,2
Idris,PushEvent,69,558,2014,2
Perl6,WatchEvent,2,2,2015,1
Verilog,WatchEvent,1,1,2015,1
Mirah,WatchEvent,5,27,2014,4
Ragel in Ruby Host,PushEvent,8,31,2014,4
KRL,IssuesEvent,1,18,2014,3
Factor,WatchEvent,6,45,2014,2
Chapel,PushEvent,5,42,2014,3
Dylan,IssuesEvent,5,29,2014,2
Pascal,ForkEvent,158,328,2014,2
Logtalk,ForkEvent,1,2,2014,3
Processing,CreateEvent,15,15,2014,3
Monkey,ForkEvent,6,6,2014,4
Zephir,ForkEvent,5,11,2014,4
LookML,ForkEvent,2,2,2014,3
Objective-C++,CreateEvent,3,3,2014,4
Oxygene,PushEvent,3,5,2014,4
Gnuplot,IssuesEvent,2,3,2014,4
Ioke,PushEvent,1,2,2014,4
Squirrel,WatchEvent,30,65,2014,2
Agda,ForkEvent,10,26,2014,2
ATS,ForkEvent,3,7,2014,2
SQF,CreateEvent,1,1,2014,3
Elixir,CreateEvent,2,2,2014,4
Volt,ForkEvent,1,1,2014,2
Inform 7,WatchEvent,7,19,2014,2
Emacs Lisp,IssuesEvent,552,2441,2014,1
Clojure,PushEvent,6183,43776,2014,1
Julia,IssuesEvent,245,1841,2014,1
Assembly,PushEvent,1453,13930,2014,1
Objective-J,PushEvent,80,1111,2014,1
Puppet,IssuesEvent,464,1599,2014,1
ASP,PushEvent,1158,11796,2014,1
Visual Basic,PushEvent,1585,11417,2014,1
Groovy,WatchEvent,902,3132,2014,1
Eiffel,PushEvent,92,963,2014,1
FORTRAN,WatchEvent,168,353,2014,1
Factor,WatchEvent,27,56,2014,1
Fantom,IssuesEvent,2,9,2014,2
Shell,CreateEvent,26,26,2014,1
GAP,WatchEvent,14,34,2014,2
Eiffel,WatchEvent,19,38,2014,2
ooc,WatchEvent,6,6,2014,2
FLUX,ForkEvent,8,12,2014,2
C++,PushEvent,40206,576423,2013,2
Puppet,ForkEvent,617,1484,2012,4
JavaScript,IssuesEvent,8962,193263,2012,2
Go,WatchEvent,3817,38838,2013,3
Ruby,WatchEvent,21691,145397,2012,4
Coq,PushEvent,144,2190,2013,4
Erlang,WatchEvent,1319,14920,2012,2
Python,IssuesEvent,11632,67365,2013,4
Python,IssuesEvent,1691,19854,2012,1
CoffeeScript,ForkEvent,1096,7886,2012,2
CoffeeScript,ForkEvent,1563,5820,2013,2
Python,WatchEvent,32930,161347,2013,2
PHP,IssuesEvent,7506,59896,2013,1
D,PushEvent,736,14200,2012,3
Objective-C,IssuesEvent,1543,15702,2012,3
C,IssuesEvent,2433,17590,2012,4
Puppet,PushEvent,2317,15975,2012,4
OCaml,PushEvent,837,9676,2013,1
Shell,ForkEvent,5190,15062,2013,1
Scheme,PushEvent,921,7607,2013,4
Standard ML,PushEvent,138,1620,2013,3
ColdFusion,ForkEvent,134,246,2013,3
VimL,ForkEvent,1522,4728,2012,4
VHDL,PushEvent,257,2477,2013,3
CoffeeScript,PushEvent,1041,17310,2012,1
Erlang,WatchEvent,1148,4493,2012,4
Scheme,PushEvent,149,2532,2012,1
Visual Basic,WatchEvent,88,1645,2012,2
ColdFusion,IssuesEvent,64,857,2012,2
C++,IssuesEvent,602,10326,2012,1
HaXe,WatchEvent,229,820,2012,4
Erlang,WatchEvent,1319,5628,2013,2
Visual Basic,WatchEvent,158,414,2013,1
OCaml,PushEvent,215,5703,2012,1
Haskell,IssuesEvent,344,3395,2012,3
Delphi,ForkEvent,67,112,2013,4
ColdFusion,PushEvent,354,3519,2013,1
Nemerle,PushEvent,14,285,2012,1
R,IssuesEvent,411,1964,2013,3
Rust,WatchEvent,242,1797,2013,4
Rust,ForkEvent,134,501,2013,4
Nemerle,PushEvent,62,731,2013,3
C#,CreateEvent,26,27,2013,3
ColdFusion,PushEvent,359,6713,2012,3
Lua,ForkEvent,1054,2859,2013,3
Io,PushEvent,33,340,2013,4
Tcl,IssuesEvent,8,52,2012,4
HaXe,WatchEvent,265,2048,2012,3
OCaml,WatchEvent,98,525,2012,1
HaXe,WatchEvent,171,350,2013,2
F#,ForkEvent,82,232,2013,2
Logos,IssuesEvent,47,246,2013,2
Vala,PushEvent,122,1163,2012,4
Eiffel,PushEvent,58,1059,2013,2
Eiffel,PushEvent,66,789,2013,1
Ragel in Ruby Host,PushEvent,10,87,2013,2
Squirrel,PushEvent,66,487,2013,4
OCaml,IssuesEvent,88,375,2012,4
Fancy,PushEvent,6,405,2012,2
Dylan,PushEvent,10,424,2012,3
Io,ForkEvent,13,23,2013,1
OpenEdge ABL,IssuesEvent,5,94,2013,1
Delphi,IssuesEvent,27,352,2012,2
Apex,WatchEvent,39,317,2012,2
Squirrel,IssuesEvent,2,25,2013,3
Matlab,IssuesEvent,119,523,2013,4
Prolog,ForkEvent,25,81,2012,2
Vala,IssuesEvent,30,209,2013,3
Apex,WatchEvent,58,124,2013,1
Parrot,IssuesEvent,2,47,2012,4
PogoScript,WatchEvent,3,131,2013,2
AppleScript,ForkEvent,39,96,2013,4
Smalltalk,WatchEvent,35,61,2013,4
Coq,ForkEvent,9,32,2012,2
Arc,WatchEvent,9,181,2013,1
Logos,IssuesEvent,45,192,2013,3
Scheme,ForkEvent,22,99,2012,1
C,CreateEvent,9,27,2012,1
Objective-J,IssuesEvent,7,105,2013,2
Kotlin,ForkEvent,4,15,2012,3
Ragel in Ruby Host,WatchEvent,5,21,2013,2
Arc,WatchEvent,8,63,2013,3
Smalltalk,ForkEvent,28,46,2013,1
FLUX,IssuesEvent,2,9,2014,2
Processing,CreateEvent,21,21,2013,4
Arc,PushEvent,9,35,2013,1
Nu,IssuesEvent,1,1,2014,2
COBOL,IssuesEvent,2,5,2014,1
Nit,ForkEvent,2,2,2014,3
Gosu,WatchEvent,19,47,2013,1
Max,WatchEvent,14,26,2013,4
E,PushEvent,1,2,2014,3
Fancy,PushEvent,1,18,2012,1
Groovy,CreateEvent,3,3,2014,2
Verilog,WatchEvent,30,123,2012,1
Augeas,PushEvent,8,79,2012,2
ActionScript,CreateEvent,1,3,2012,1
Perl,CreateEvent,5,15,2012,1
Scala,CreateEvent,7,7,2012,4
Eiffel,ForkEvent,6,22,2012,3
SuperCollider,IssuesEvent,3,5,2013,1
DOT,CreateEvent,1,2,2014,1
Verilog,IssuesEvent,17,109,2013,2
Lasso,IssuesEvent,8,73,2013,2
Perl,CreateEvent,28,29,2013,2
Pascal,ForkEvent,7,11,2013,3
ActionScript,CreateEvent,6,6,2013,2
Apex,CreateEvent,7,7,2012,4
Monkey,IssuesEvent,1,1,2014,3
DCPU-16 Assembly,PushEvent,2,6,2012,2
OpenEdge ABL,IssuesEvent,9,22,2013,3
Parrot,ForkEvent,3,13,2012,2
Ecl,IssuesEvent,1,9,2013,2
ASP,CreateEvent,4,10,2012,3
Boo,WatchEvent,5,16,2012,3
Fancy,ForkEvent,2,3,2014,2
Arc,ForkEvent,4,6,2012,4
ABAP,WatchEvent,1,3,2013,1
MoonScript,IssuesEvent,2,2,2013,4
MoonScript,ForkEvent,1,1,2013,3
Opa,ForkEvent,5,8,2012,4
DCPU-16 ASM,ForkEvent,5,5,2013,2
Ceylon,WatchEvent,2,5,2013,1
Elixir,CreateEvent,1,1,2012,4
Ioke,ForkEvent,1,1,2013,3
Clojure,CreateEvent,1,3,2012,1
FORTRAN,CreateEvent,1,1,2013,3
Gosu,IssuesEvent,1,1,2012,4
eC,WatchEvent,2,2,2013,1
VCL,IssuesEvent,1,1,2014,2
CoffeeScript,PushEvent,12800,108127,2014,3
Objective-C,ForkEvent,12622,46404,2014,2
TeX,ForkEvent,1075,2975,2014,2
Go,ForkEvent,3419,13126,2014,2
ActionScript,WatchEvent,966,2995,2014,4
C#,IssuesEvent,4980,33995,2014,4
Pascal,PushEvent,1270,13959,2014,4
Bison,WatchEvent,14,3021,2014,4
Processing,WatchEvent,443,1425,2014,4
AutoIt,PushEvent,171,1253,2014,4
LiveScript,IssuesEvent,50,168,2014,4
Rust,PushEvent,183,388,2015,1
Haskell,WatchEvent,48,148,2015,1
VimL,PushEvent,329,611,2015,1
Java,ForkEvent,538,601,2015,1
Rust,IssuesEvent,10,28,2015,1
Dart,IssuesEvent,3,3,2015,1
FORTRAN,IssuesEvent,1,1,2015,1
Julia,IssuesEvent,6,14,2015,1
Pascal,WatchEvent,9,9,2015,1
Scala,ForkEvent,26,33,2015,1
CoffeeScript,WatchEvent,4824,42452,2014,3
TypeScript,ForkEvent,668,2720,2014,3
SAS,PushEvent,87,1136,2014,3
LiveScript,ForkEvent,47,134,2014,3
Pure Data,PushEvent,161,1247,2014,3
AutoHotkey,ForkEvent,92,172,2014,3
Factor,IssuesEvent,2,92,2014,4
Red,WatchEvent,9,82,2014,4
SQF,WatchEvent,135,305,2014,4
Dylan,IssuesEvent,6,9,2014,4
Delphi,IssuesEvent,6,12,2014,4
Prolog,IssuesEvent,81,362,2014,4
Nix,WatchEvent,32,183,2014,3
Brightscript,IssuesEvent,11,17,2014,4
DOT,WatchEvent,27,60,2014,4
OpenEdge ABL,ForkEvent,47,150,2014,3
SystemVerilog,IssuesEvent,8,35,2014,4
RobotFramework,PushEvent,14,66,2014,4
Game Maker Language,ForkEvent,25,44,2014,3
LSL,IssuesEvent,3,27,2014,4
SystemVerilog,ForkEvent,21,29,2014,4
ATS,ForkEvent,2,5,2014,4
SuperCollider,CreateEvent,52,52,2014,4
NetLogo,IssuesEvent,6,55,2014,3
Elixir,CreateEvent,5,5,2014,3
VCL,IssuesEvent,8,11,2014,4
Propeller Spin,ForkEvent,9,24,2014,4
VimL,IssuesEvent,794,3085,2014,2
Julia,ForkEvent,253,852,2014,2
Racket,WatchEvent,237,874,2014,2
Game Maker Language,IssuesEvent,17,196,2014,2
Arduino,IssuesEvent,182,478,2014,2
Gnuplot,ForkEvent,9,18,2014,3
DM,ForkEvent,46,593,2014,2
Parrot,ForkEvent,4,13,2014,3
ASP,WatchEvent,1,2,2015,1
AGS Script,ForkEvent,1,2,2015,1
ColdFusion,WatchEvent,1,1,2015,1
SystemVerilog,ForkEvent,17,29,2014,3
IDL,WatchEvent,96,269,2014,2
TeX,CreateEvent,95,95,2014,3
CLIPS,WatchEvent,22,23,2014,3
Parrot,IssuesEvent,1,7,2014,3
SQL,WatchEvent,152,394,2014,2
CLIPS,ForkEvent,6,8,2014,4
LOLCODE,ForkEvent,1,1,2014,4
Groovy,CreateEvent,3,3,2014,4
Cirru,PushEvent,1,2,2014,4
Coq,IssuesEvent,5,22,2014,2
KRL,IssuesEvent,1,2,2014,4
Puppet,CreateEvent,3,3,2014,3
C,PushEvent,62762,659818,2014,1
C#,PushEvent,35897,334327,2014,1
Scala,IssuesEvent,913,5885,2014,1
XC,PushEvent,69,552,2014,1
Assembly,WatchEvent,420,2621,2014,1
Arduino,WatchEvent,819,2245,2014,1
Gosu,WatchEvent,59,176,2014,1
Crystal,PushEvent,10,266,2014,1
Ada,PushEvent,122,1337,2014,1
Apex,IssuesEvent,27,350,2014,1
ColdFusion,WatchEvent,167,390,2014,1
Xtend,IssuesEvent,13,108,2014,1
PogoScript,WatchEvent,25,30,2014,1
Prolog,PushEvent,96,385,2014,1
ANTLR,WatchEvent,28,33,2014,1
HaXe,PushEvent,52,275,2014,1
xBase,WatchEvent,26,37,2014,1
Bro,PushEvent,19,92,2014,1
Idris,PushEvent,46,314,2014,1
Tcl,IssuesEvent,32,106,2014,1
XQuery,IssuesEvent,19,108,2014,1
Ragel in Ruby Host,PushEvent,14,62,2014,1
Logtalk,ForkEvent,6,6,2014,1
Opa,ForkEvent,11,12,2014,1
ABAP,WatchEvent,27,40,2014,1
Rebol,IssuesEvent,3,9,2014,1
Grammatical Framework,IssuesEvent,1,2,2014,3
Emacs Lisp,PushEvent,4178,78611,2012,2
Objective-C,WatchEvent,12686,131199,2013,1
Ruby,ForkEvent,18072,63446,2012,4
Scheme,PushEvent,422,7383,2012,3
JavaScript,ForkEvent,34780,158146,2013,1
CoffeeScript,WatchEvent,1939,16416,2012,4
VimL,PushEvent,13209,167380,2012,3
JavaScript,WatchEvent,35141,678794,2012,3
Objective-C,PushEvent,27837,193711,2013,4
Matlab,PushEvent,3029,39045,2013,4
Dart,PushEvent,535,5667,2012,4
Python,ForkEvent,3361,19356,2012,1
VimL,IssuesEvent,664,2562,2013,4
PHP,WatchEvent,27046,125756,2013,4
CoffeeScript,ForkEvent,1214,7682,2012,3
Java,IssuesEvent,10873,74599,2013,4
Scala,WatchEvent,1656,27593,2012,2
Groovy,WatchEvent,538,2578,2012,3
JavaScript,CreateEvent,191,491,2012,3
Scala,WatchEvent,1445,17211,2012,3
Parrot,PushEvent,11,446,2013,1
Elixir,PushEvent,126,1444,2013,1
Elixir,WatchEvent,57,410,2013,1
C++,IssuesEvent,2284,20338,2012,4
ColdFusion,PushEvent,412,4656,2013,2
R,ForkEvent,407,988,2013,1
Arduino,PushEvent,907,9403,2012,3
Factor,PushEvent,24,3603,2012,3
Processing,WatchEvent,207,834,2013,3
ColdFusion,PushEvent,331,7669,2012,2
Visual Basic,WatchEvent,220,569,2013,3
Scheme,IssuesEvent,65,1987,2013,3
Assembly,WatchEvent,37,297,2012,1
XQuery,PushEvent,88,843,2013,4
Matlab,IssuesEvent,32,119,2012,4
Assembly,WatchEvent,333,1276,2013,4
Erlang,ForkEvent,943,2290,2013,1
Go,WatchEvent,287,2325,2012,1
FORTRAN,WatchEvent,117,270,2013,2
Io,WatchEvent,10,17,2012,4
Erlang,IssuesEvent,70,546,2012,1
PowerShell,ForkEvent,185,507,2013,4
LiveScript,IssuesEvent,22,150,2013,2
DOT,WatchEvent,32,373,2013,2
Ada,PushEvent,141,1777,2013,4
Awk,PushEvent,64,392,2013,3
Processing,ForkEvent,238,580,2013,4
XML,ForkEvent,47,322,2013,4
ASP,WatchEvent,32,141,2012,2
DCPU-16 ASM,ForkEvent,23,234,2012,2
Erlang,IssuesEvent,223,811,2013,1
DCPU-16 ASM,PushEvent,15,258,2013,2
Groovy,ForkEvent,703,1520,2013,3
Nimrod,WatchEvent,8,83,2012,2
Apex,ForkEvent,94,194,2013,3
Turing,PushEvent,4,105,2012,1
TeX,WatchEvent,188,657,2013,4
Perl6,PushEvent,8,64,2013,4
Vala,WatchEvent,59,321,2012,2
Kotlin,PushEvent,44,378,2012,4
TypeScript,ForkEvent,28,140,2013,1
VHDL,WatchEvent,60,208,2013,2
Coq,WatchEvent,37,108,2013,3
Max/MSP,PushEvent,8,377,2012,2
FORTRAN,WatchEvent,55,207,2012,3
Dylan,PushEvent,47,243,2012,4
Io,ForkEvent,4,6,2012,4
Nemerle,ForkEvent,23,53,2013,4
CLIPS,PushEvent,12,97,2013,3
AutoHotkey,IssuesEvent,21,51,2013,2
